,Word,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum
12617,tolerance,6.43,1.89,21,3.36,2.3,22
12618,tolerant,5.9,1.87,21,3.09,2.41,22
12619,tolerate,6.19,1.83,21,3.14,1.98,22
12620,toll,3.53,1.71,19,3.95,2.44,22
12621,tomahawk,4.86,1.58,22,5.19,2.38,21
12622,tomato,5.8,2.07,20,2.68,2.1,22
12623,tomatoes,6.25,2.31,20,3.82,2.24,17
12624,tomb,3.58,2.04,24,4.06,2.41,18
12625,tombstone,3.14,2.01,22,4.86,2.92,22
12626,tomcat,5.16,2.22,19,4.74,2.22,23
12627,tome,5.29,1.98,21,4.6,1.7,20
12628,ton,5.0,1.24,18,3.55,2.28,20
12629,tone,5.47,1.31,19,3.67,1.93,21
12630,toner,5.11,1.24,19,4.14,2.15,21
12631,tongs,5.0,1.49,19,3.25,1.86,20
12632,tongue,6.29,1.42,21,4.25,2.31,20
12633,tonic,6.05,1.75,21,4.25,2.79,20
12634,tool,5.07,1.81,42,3.91,2.1,43
12635,toolbox,4.7,1.66,20,4.05,1.86,21
12636,toot,4.74,1.88,19,4.0,2.39,21
12637,tooth,5.06,1.51,18,3.52,2.09,21
12638,toothache,2.32,1.75,41,5.86,3.0,22
12639,toothbrush,5.58,1.68,19,3.38,2.25,21
12640,toothless,2.52,1.5,21,4.0,2.32,23
12641,toothpaste,5.21,2.04,19,2.86,2.08,22
12642,toothpick,4.89,1.05,19,3.33,2.39,21
12643,toots,5.2,1.96,20,5.1,2.25,20
12644,top,6.0,1.98,22,4.33,2.31,21
12645,topaz,5.55,2.06,20,3.87,2.18,23
12646,topic,5.5,1.67,20,3.2,2.17,20
12648,topless,5.36,2.4,22,6.61,2.27,23
12649,topple,4.86,1.42,21,3.21,2.45,24
12650,topside,4.9,1.41,20,3.36,2.15,22
12651,torch,4.5,1.54,18,5.12,2.59,24
12652,torment,2.53,1.81,19,6.17,2.53,18
12653,tornado,3.63,2.27,19,7.45,2.19,20
12654,torpedo,3.71,1.79,21,4.48,2.92,23
12655,torque,5.3,1.34,20,4.9,1.81,21
12656,torrent,4.86,1.83,22,5.0,2.56,23
12657,torrid,3.65,1.93,20,3.45,2.5,20
12658,torso,5.23,1.31,22,3.85,1.9,20
12659,tortoise,5.58,1.95,19,3.32,2.46,22
12660,torture,1.4,0.82,20,5.09,2.55,45
12661,toss,5.0,1.67,19,4.18,1.99,22
12662,tot,6.36,1.79,22,3.14,1.93,21
12664,tote,5.45,1.82,20,4.25,2.31,20
12665,totem,5.32,1.67,22,4.78,2.61,23
12666,touch,6.64,1.76,22,4.9,2.14,21
12667,touchdown,7.11,2.0,19,4.86,2.96,22
12668,touchy,4.29,1.79,21,3.88,2.62,25
12670,toughen,5.37,1.38,19,4.28,2.42,18
12671,toupee,4.0,1.52,20,3.06,1.66,18
12672,tour,6.0,2.45,22,4.8,2.78,20
12673,tourism,5.35,2.01,20,4.06,3.1,18
12674,tourist,5.71,1.76,21,3.57,2.18,21
12675,tournament,6.24,1.61,21,4.08,3.13,24
12676,tourniquet,4.05,1.61,20,5.05,1.69,21
12677,tout,5.35,1.66,20,4.58,1.77,19
12678,tow,5.38,1.83,21,3.75,2.27,20
12679,towel,6.14,1.53,21,2.9,2.07,20
12680,tower,5.24,1.53,42,3.86,2.42,42
12682,town,5.59,1.5,22,3.81,2.06,21
12683,townhouse,5.95,1.8,21,4.3,2.51,23
12684,township,5.35,1.42,20,2.9,1.97,21
12685,townspeople,5.81,1.99,21,2.91,1.95,23
12686,toxic,2.35,1.27,20,5.29,2.74,21
12687,toxicity,2.47,1.65,19,4.6,3.22,20
12688,toxicology,3.62,2.01,21,3.7,2.4,23
12689,toxin,2.42,1.5,19,5.52,1.89,21
12690,toy,7.29,1.47,42,4.29,2.94,21
12691,toymaker,6.76,1.34,21,3.9,2.19,21
12692,trace,4.74,1.63,19,2.84,2.14,19
12694,tracer,5.05,1.36,21,3.86,1.46,21
12695,trachea,4.73,1.58,22,4.21,2.04,19
12696,track,5.78,1.35,18,3.76,2.26,21
12697,tracker,4.87,1.39,23,4.59,2.52,22
12698,tract,4.05,1.15,20,3.45,2.13,22
12699,traction,5.27,1.61,22,4.17,2.04,23
12700,tractor,5.05,2.12,19,3.73,2.14,22
12701,trade,5.91,2.04,22,4.45,2.86,20
12702,trademark,5.0,1.18,21,3.72,2.28,25
12703,trader,5.47,1.81,19,3.5,2.37,20
12704,tradition,6.09,1.48,22,4.61,2.69,23
12706,traffic,2.18,1.05,22,5.25,3.13,20
12707,traffic light,4.76,1.67,21,4.9,2.71,20
12709,tragedy,2.11,1.41,19,6.8,2.5,20
12710,tragic,3.52,2.02,21,5.36,2.66,22
12711,trail,6.15,1.39,20,4.0,2.0,20
12712,trailer,4.44,1.69,18,2.85,1.63,20
12713,train,6.36,1.5,22,4.05,2.31,21
12714,train set,6.1,1.45,21,3.29,1.74,21
12715,trainee,5.45,2.06,22,4.16,2.14,19
12716,trainer,5.16,2.09,19,4.0,2.34,20
12717,training,5.19,1.89,21,4.1,2.71,20
12718,trait,5.44,1.54,18,3.55,1.32,20
12719,traitor,2.39,1.45,41,4.27,2.26,49
12721,trajectory,4.89,1.37,19,3.33,2.01,21
12722,tram,4.7,1.42,20,2.42,2.04,19
12723,tramp,3.3,2.3,20,4.86,2.24,21
12724,trample,3.73,2.21,22,5.0,2.28,18
12725,trampoline,6.23,1.72,22,5.58,2.71,19
12726,trance,5.24,1.84,21,4.0,2.2,20
12727,tranquil,7.11,2.02,19,2.61,2.35,18
12728,tranquility,7.86,1.9,21,3.64,2.63,25
12729,tranquilizer,4.86,1.96,21,3.12,2.42,24
12730,transaction,5.26,2.02,19,3.73,1.8,22
12732,transceiver,5.0,1.23,22,4.22,2.43,23
12733,transcend,5.75,1.12,20,5.0,2.21,21
12734,transcendent,5.14,1.88,22,4.33,2.44,21
12735,transcript,5.24,1.61,21,3.3,2.34,23
12736,transcription,5.15,1.87,20,4.13,2.56,23
12737,transfer,5.29,1.45,21,3.22,2.13,23
12738,transference,4.4,1.47,20,3.44,2.06,18
12739,transform,6.05,1.39,19,4.86,2.55,22
12740,transformation,6.14,1.65,21,5.56,2.38,25
12741,transformer,6.14,1.46,21,5.16,2.7,25
12742,transfusion,5.0,1.6,19,4.45,2.37,20
12743,transgression,3.9,1.62,20,5.25,2.07,20
12744,transient,4.21,1.4,19,4.04,2.51,23
12745,transistor,4.71,1.76,21,3.9,1.92,20
12746,transit,4.52,1.47,21,4.05,1.9,20
12747,transition,5.43,1.6,21,3.65,2.25,20
12749,translate,5.67,1.31,24,2.75,2.31,24
12750,translation,5.65,1.5,20,4.48,2.02,25
12751,translator,5.05,1.61,20,4.0,2.24,23
12752,transmission,4.62,2.13,21,3.38,2.79,24
12753,transmit,4.24,1.67,21,4.39,2.04,23
12754,transmitter,4.95,1.23,20,3.5,2.38,18
12755,transparent,5.37,1.67,19,3.45,2.26,22
12756,transplant,4.6,2.48,20,6.37,2.34,19
12757,transponder,4.95,1.0,20,3.55,1.95,22
12758,transport,5.9,1.48,20,3.76,2.33,25
12759,transportation,6.1,1.48,21,2.38,1.66,21
12760,transporter,4.84,1.92,19,4.14,2.46,22
12762,transvestite,4.22,1.78,23,5.05,2.87,22
12763,trap,3.24,1.37,21,4.36,2.68,22
12764,trapdoor,4.19,1.54,21,5.04,2.49,26
12765,trapeze,5.57,1.94,21,4.8,2.73,20
12766,trapper,4.47,1.9,19,3.09,1.63,22
12767,trash,2.74,1.41,19,3.66,2.63,44
12768,trashy,2.75,1.62,20,5.75,2.29,20
12769,trauma,2.89,1.6,18,4.87,2.3,23
12771,travel,7.89,1.49,19,5.55,2.47,44
12772,traveler,6.39,1.29,18,4.75,2.05,20
12773,traverse,5.0,1.89,20,3.6,2.3,20
12774,travesty,2.85,1.27,20,4.95,2.24,20
12775,tray,5.14,1.25,22,3.57,2.23,23
12777,treachery,2.7,1.59,20,5.33,2.59,21
12778,tread,4.72,0.96,18,3.76,2.17,21
12779,treadmill,5.19,1.83,21,4.22,2.98,23
12780,treason,3.05,2.32,19,5.8,2.07,20
12781,treasure,7.65,0.93,20,6.3,2.68,20
12783,treasurer,6.43,1.5,23,4.27,2.55,22
12784,treasury,5.8,1.58,20,4.29,2.57,21
12785,treat,6.84,2.03,19,5.0,2.7,48
12787,treatment,5.0,1.8,22,4.47,2.01,19
12788,treaty,5.42,1.74,19,3.7,2.08,20
12789,tree,7.59,1.69,41,2.67,2.29,42
12792,tremor,4.26,1.28,19,4.72,2.14,18
12793,trench,4.43,1.5,21,3.22,1.76,23
12794,trend,5.33,1.49,21,4.45,2.06,22
12795,trendy,4.95,2.3,19,4.23,2.35,22
12796,trespass,3.27,1.61,22,4.79,2.3,19
12797,triad,4.32,1.25,22,4.45,2.32,22
12798,triage,3.81,1.94,21,4.65,2.08,23
12799,trial,3.28,2.08,18,5.05,2.71,21
12800,triangle,5.21,1.08,19,3.5,2.2,18
12801,triangulate,4.9,1.67,21,4.0,2.0,20
12802,triathlon,5.05,1.9,20,3.41,2.29,17
12803,tribal,5.17,1.77,23,4.56,2.62,18
12804,tribe,5.63,1.42,19,4.29,2.24,24
12805,tribunal,4.53,2.01,19,3.95,2.26,22
12806,tribune,4.84,1.34,19,3.78,1.93,18
12807,tribute,6.44,1.92,18,4.27,2.37,22
12808,trick,4.89,1.45,18,5.57,2.73,21
12809,trickery,3.53,1.54,19,5.12,2.51,24
12810,trickster,3.79,1.9,19,5.37,2.29,19
12811,tricky,4.78,1.54,23,4.86,2.57,21
12812,tricycle,6.14,1.62,21,3.62,1.66,21
12813,trident,5.37,2.14,19,4.36,2.89,22
12814,trifle,4.8,1.79,20,4.06,2.13,18
12816,trig,4.74,1.88,19,3.18,2.48,22
12817,trigger,4.85,1.9,20,5.85,2.35,20
12819,trilogy,5.26,2.13,19,3.67,1.91,21
12820,trim,4.64,1.47,22,3.38,2.2,21
12821,trimester,5.11,2.16,19,4.82,2.56,22
12822,trinket,6.25,1.48,20,4.37,1.92,19
12823,trio,5.68,1.49,19,3.38,1.91,21
12824,trip,7.0,2.14,18,5.33,2.89,21
12825,tripe,4.1,1.58,21,3.4,2.55,25
12826,triple,5.86,1.59,21,5.6,2.39,20
12827,triplicate,4.59,1.37,22,4.16,1.89,19
12828,tripod,5.23,1.11,22,4.32,1.95,19
12829,trite,4.27,0.83,22,4.39,2.43,23
12830,triumph,7.34,1.76,41,5.6,2.63,43
12831,triumphant,7.45,1.6,40,5.05,2.62,41
12832,trivia,5.7,1.34,20,3.82,2.38,22
12834,troll,4.45,2.09,20,4.54,2.96,24
12835,trolley,5.67,2.11,18,3.0,2.05,19
12836,trombone,5.0,1.54,22,3.43,2.04,23
12837,troop,5.58,1.57,19,4.5,2.14,20
12838,trooper,5.5,2.31,20,4.95,2.1,22
12839,trophy,6.55,1.82,20,4.35,2.66,23
12840,tropic,6.91,1.51,22,4.17,2.53,24
12842,tropics,7.05,1.43,20,4.74,2.83,23
12843,trot,5.63,1.3,19,5.1,2.13,20
12844,trouble,2.87,1.49,38,5.59,2.51,44
12846,troublemaker,3.25,1.74,20,5.24,2.34,21
12847,troublesome,2.74,1.19,19,4.85,2.66,20
12848,trough,4.19,1.75,21,3.83,2.12,23
12849,troupe,5.24,1.81,21,3.7,1.98,20
12850,trousers,5.15,1.14,20,2.89,1.68,18
12851,trout,5.62,1.88,21,3.85,2.39,20
12852,truce,6.42,1.5,19,2.86,2.15,21
12853,truck,5.16,1.07,19,3.76,2.26,21
12854,trucker,4.62,1.24,21,3.55,1.97,22
12855,truckload,5.23,1.34,22,4.64,2.34,22
12856,TRUE,7.51,1.67,43,4.98,3.05,41
12857,truffle,6.71,1.49,21,3.5,2.65,20
12858,trump,4.18,1.68,22,3.33,1.98,21
12859,trumpet,6.03,1.58,39,4.17,2.22,42
12860,trunk,5.02,1.49,41,3.51,2.17,45
12861,trust,7.24,1.96,41,4.3,2.7,47
12862,trustee,5.84,2.24,19,3.91,2.2,22
12863,trustworthy,7.25,1.55,20,4.22,2.37,18
12864,trusty,6.19,2.2,21,4.17,2.61,23
12865,truth,7.19,1.78,43,3.88,2.74,42
12866,truthful,7.48,1.29,21,3.71,2.94,24
12867,try,5.64,1.76,22,4.0,2.37,21
12868,tryout,5.53,1.58,19,4.19,2.52,21
12869,tsunami,2.33,1.08,18,6.29,2.49,21
12870,tub,6.1,1.7,21,3.8,2.48,20
12871,tuba,5.58,1.95,19,3.95,2.7,22
12872,tubby,3.9,1.3,21,3.95,1.53,21
12873,tube,5.53,1.5,19,3.14,2.53,22
12874,tuberculosis,2.74,1.52,19,4.48,2.46,21
12876,tuck,4.89,1.88,19,3.4,1.88,20
12877,tug,4.47,1.31,19,4.0,1.9,21
12878,tugboat,5.57,1.16,21,3.05,2.08,22
12879,tuition,3.53,2.32,19,4.41,2.46,22
12880,tulip,7.25,1.86,20,3.4,2.39,20
12881,tumble,5.65,1.31,20,4.9,2.02,21
12882,tumbleweed,5.67,2.2,21,3.25,2.29,20
12883,tummy,6.05,1.16,21,3.78,2.49,23
12884,tumor,2.05,1.54,40,5.33,2.83,21
12885,tuna,5.26,1.63,19,4.14,2.17,21
12886,tune,7.0,1.7,19,3.73,2.29,44
12887,tunic,5.79,1.36,19,3.79,2.12,19
12888,tunnel,4.48,1.6,21,4.09,2.13,23
12889,turban,4.23,1.54,22,4.13,2.36,23
12890,turbine,4.65,1.73,20,5.47,2.24,17
12891,turbo,5.95,1.33,22,5.62,2.5,26
12892,turbulence,2.95,1.47,19,6.45,2.42,22
12893,turbulent,4.17,2.33,18,5.9,2.02,20
12894,turd,2.5,1.4,20,4.59,2.48,22
12895,turf,4.62,2.09,21,3.95,2.24,20
12896,turkey,5.9,1.62,20,3.45,2.11,22
12897,turmoil,3.65,1.87,20,5.94,2.84,18
12898,turn,5.45,1.14,22,3.48,1.91,21
12899,turnaround,5.55,0.94,20,3.43,2.06,21
12900,turnip,4.63,2.06,19,3.32,2.06,22
12901,turnoff,2.85,1.14,20,4.26,2.51,19
12902,turnout,5.23,1.34,22,4.26,2.47,23
12903,turnover,4.84,1.64,19,4.14,2.33,21
12904,turnpike,4.89,1.13,18,3.55,2.21,20
12905,turpentine,4.05,1.23,20,4.1,2.19,21
12906,turquoise,6.5,1.74,22,4.5,2.43,24
12907,turret,4.55,1.22,22,4.81,2.37,26
12908,turtle,6.16,1.98,19,2.52,1.63,21
12909,turtleneck,5.05,1.28,21,3.41,2.48,22
12910,tussle,4.0,1.33,18,5.0,2.42,17
12911,tutor,5.9,1.59,20,2.81,1.97,21
12913,tutu,6.19,1.91,21,4.15,2.35,20
12914,tux,5.91,1.6,22,4.65,2.37,23
12915,tuxedo,6.24,1.41,21,4.33,2.15,21
12916,tv,6.05,2.33,20,4.24,2.14,21
12917,TV,5.42,1.89,19,4.29,2.69,21
12918,twain,5.63,1.34,19,3.28,1.87,18
12919,twat,4.32,2.03,19,5.39,1.97,18
12920,tweak,5.21,1.9,19,4.7,2.72,20
12921,tweed,4.18,1.62,22,4.09,2.29,23
12922,tweet,5.37,2.69,19,3.39,2.52,23
12923,tweezers,4.63,1.89,19,4.64,2.42,22
12924,twelve,5.32,1.32,22,3.42,1.98,19
12925,twenty,6.25,1.89,20,3.67,2.06,24
12926,twerp,4.25,1.74,20,4.23,2.05,22
12927,twig,5.47,1.17,19,3.18,1.65,22
12928,twilight,6.24,2.3,41,4.2,2.33,20
12929,twin,5.81,1.81,21,3.95,2.52,20
12930,twine,5.35,0.75,20,3.24,1.84,21
12931,twinge,4.29,1.27,21,4.35,2.06,23
12932,twinkle,6.26,1.79,19,3.72,2.35,18
12933,twirl,6.1,1.68,20,5.05,1.91,22
12934,twist,4.61,1.8,23,4.27,2.37,22
12935,twister,4.25,2.24,20,6.0,2.54,22
12936,twit,4.0,2.1,21,4.32,2.51,25
12937,twitch,4.26,1.24,19,5.95,1.86,21
12938,twitchy,3.75,1.94,20,5.0,2.47,18
12941,twosome,6.52,1.94,21,5.2,2.78,20
12942,tycoon,4.74,2.02,19,4.3,2.34,20
12943,tyke,5.7,2.18,20,3.83,2.23,18
12944,type,6.06,1.63,18,2.86,2.2,21
12945,typewriter,5.44,1.1,18,2.4,1.76,20
12946,typhoid,2.55,1.43,20,4.62,2.86,24
12947,typhoon,3.62,2.22,21,5.82,2.7,22
12949,typist,5.3,1.58,23,4.14,2.23,22
12950,typo,4.1,1.79,21,4.0,2.41,20
12951,tyranny,3.19,2.16,21,5.45,2.7,20
12952,tyrant,2.9,1.8,20,5.27,2.21,22
12954,ugliness,2.75,1.92,20,4.43,2.52,21
12956,ukulele,5.26,1.66,19,4.52,2.27,21
12957,ulcer,2.7,1.53,37,4.76,2.71,45
12960,ultimatum,3.65,2.21,20,5.18,2.58,22
12961,ultrasound,5.14,2.1,21,5.15,2.85,20
12962,ultraviolet,5.8,1.36,20,3.71,2.47,17
12964,umbrella,5.84,1.64,19,3.5,2.01,20
12965,umpire,4.19,1.6,21,4.57,2.11,23
12971,unafraid,6.43,2.18,21,3.38,2.32,24
12984,unaware,3.89,1.59,19,4.1,2.0,21
12993,unbutton,5.0,2.26,21,5.95,2.19,20
12997,uncertainty,3.3,1.69,23,5.27,2.53,22
13001,uncle,6.5,1.57,22,4.05,2.33,21
13014,uncouth,3.79,1.69,19,4.14,2.03,21
13015,uncover,4.89,1.97,19,3.55,2.37,20
13016,uncut,4.84,1.34,19,3.61,2.0,18
13017,undead,3.64,2.57,22,5.27,2.27,26
13020,underage,4.1,2.17,20,3.76,2.02,21
13022,undercover,5.58,2.04,19,3.73,2.29,22
13023,underdog,5.1,2.27,20,5.38,2.5,21
13024,underestimate,4.35,1.23,20,4.48,2.6,21
13025,undergo,3.9,1.48,21,3.88,2.35,25
13026,undergraduate,5.0,2.17,21,3.95,1.94,21
13027,underground,4.7,1.75,20,4.24,2.39,21
13029,underlay,4.64,1.19,25,3.05,2.28,20
13031,undermine,3.05,1.47,19,4.21,2.35,19
13032,underpants,5.18,2.11,22,5.08,2.06,26
13035,undersea,6.38,1.83,21,4.45,2.86,20
13037,understaffed,4.14,2.06,21,3.95,2.78,20
13038,understand,6.68,1.84,22,3.52,2.16,21
13041,understatement,5.42,2.04,19,4.61,2.23,23
13042,understudy,5.0,1.14,21,4.13,1.96,23
13043,undertake,4.21,2.02,19,4.22,2.26,23
13044,undertaker,3.86,2.03,21,3.82,2.38,22
13045,undertaking,4.74,1.41,19,3.28,1.87,18
13046,undertow,4.05,1.15,20,4.46,2.32,24
13048,underworld,3.94,1.51,18,5.14,1.98,21
13058,undo,5.35,1.23,20,3.52,2.44,21
13059,undress,6.14,1.74,21,5.96,2.77,23
13066,unemployment,2.32,1.25,22,5.59,2.92,22
13075,unfair,3.15,1.31,20,3.75,2.8,24
13080,unfit,2.95,1.39,19,3.77,2.07,22
13086,unfortunate,3.33,1.49,24,3.52,2.35,25
13088,unfreeze,4.29,1.71,21,3.41,1.68,22
13094,unhand,4.11,1.73,19,3.78,2.21,23
13095,unhappiness,1.89,1.24,19,4.41,2.84,22
13100,unholy,4.08,1.71,25,5.16,2.87,19
13101,unhook,4.55,1.47,22,3.31,2.05,26
13104,unification,6.1,1.83,20,4.33,2.25,18
13106,uniform,4.37,2.03,19,3.55,1.99,22
13115,union,5.85,1.27,20,4.05,2.82,20
13116,unique,7.32,1.11,19,4.0,2.45,21
13117,unisex,5.78,2.21,18,4.95,2.84,22
13118,unison,5.76,1.7,21,3.43,1.9,23
13119,unit,5.29,1.66,42,3.33,2.31,21
13121,unity,6.67,1.74,21,4.8,2.65,20
13122,universal,6.59,2.29,17,4.87,2.83,23
13123,universe,6.81,1.4,21,3.91,3.23,23
13124,university,6.95,1.15,20,4.24,2.36,21
13126,unkind,2.55,1.54,20,4.24,2.07,21
13129,unleash,4.6,1.23,20,5.14,2.54,21
13133,unload,5.21,1.9,19,3.24,1.95,21
13134,unlock,5.55,1.5,20,3.2,1.91,20
13147,unorthodox,5.38,2.16,21,3.45,2.61,20
13148,unpack,5.29,1.68,24,2.9,2.13,20
13152,unpleasantness,2.59,1.3,22,4.36,2.22,25
13153,unplug,4.8,0.95,20,3.25,1.97,20
13164,unquote,5.21,1.44,19,3.0,2.32,20
13165,unravel,4.39,1.79,18,4.16,2.57,19
13167,unreal,4.57,2.09,21,4.9,2.36,20
13177,unrest,2.63,1.34,19,4.91,2.31,22
13183,unsavory,3.05,1.39,20,4.35,2.19,23
13185,unscrew,4.94,1.66,18,3.2,2.44,20
13191,unsound,4.55,1.79,22,4.05,2.28,22
13199,unsure,3.37,1.46,19,4.55,2.13,22
13204,untidy,3.58,1.12,19,3.67,2.0,18
13205,untie,4.95,1.15,20,2.8,1.82,20
13218,unveil,5.61,1.65,18,3.89,2.38,19
13222,unwell,3.25,1.41,20,4.0,1.79,21
13224,unwind,5.9,1.89,20,3.62,1.94,21
13225,unwise,3.84,2.06,19,4.52,2.15,23
13227,unwrap,5.48,1.83,21,4.29,2.55,21
13229,unzip,5.32,1.45,19,4.22,2.13,18
13230,upbeat,7.14,1.62,21,4.92,2.38,25
13233,update,5.85,1.6,20,3.89,2.59,18
13234,upgrade,7.11,1.1,19,4.14,2.53,22
13236,upholstery,5.32,1.16,19,3.12,2.19,24
13239,uplink,5.35,1.14,20,4.05,2.46,20
13240,upload,6.6,1.54,20,3.6,2.24,25
13242,uppercut,4.55,1.57,20,5.48,2.14,21
13243,uppity,4.65,1.73,20,4.74,2.26,23
13246,uproar,4.21,2.46,19,5.48,2.35,23
13248,upset,2.45,1.05,20,4.49,2.67,45
13250,upstart,4.6,0.94,20,4.45,1.95,22
13253,uranium,4.1,1.67,21,3.96,2.03,23
13256,urge,5.11,1.66,19,5.29,2.45,21
13257,urgency,5.05,2.18,21,6.25,3.06,20
13258,urgent,4.21,1.44,19,5.71,1.76,21
13260,urinate,4.14,2.2,21,3.95,2.24,20
13261,urination,3.62,1.94,21,4.4,2.52,20
13262,urine,2.9,1.8,20,4.38,2.28,42
13263,urn,3.37,1.5,19,2.9,2.14,21
13265,usage,5.1,1.34,21,2.5,1.82,22
13266,use,5.18,1.4,22,4.19,2.66,21
13268,usefulness,5.4,2.48,20,4.5,2.04,22
13269,useless,2.8,1.44,40,4.39,2.42,41
13270,user,3.67,2.09,18,3.21,2.39,19
13271,usher,5.39,1.59,23,3.95,2.65,21
13273,utensil,5.36,1.89,22,2.95,1.84,41
13274,uterus,4.79,1.55,19,4.82,2.46,22
13275,utility,4.82,1.74,22,4.22,1.96,18
13277,utmost,6.81,1.66,21,3.1,1.97,20
13278,utter,4.76,1.58,21,3.9,2.34,20
13279,vacancy,5.05,1.47,20,3.68,2.21,22
13280,vacant,4.64,1.92,22,2.86,1.55,22
13281,vacate,4.1,2.25,20,4.9,2.45,20
13282,vacation,8.53,0.77,19,5.22,2.92,49
13283,vaccination,4.56,1.85,18,4.62,2.42,21
13284,vaccine,6.48,2.14,21,6.45,1.96,20
13285,vacuum,5.38,1.91,21,4.63,1.95,19
13286,vagabond,3.32,1.77,19,4.55,2.22,22
13287,vagina,6.0,2.66,41,5.83,2.59,42
13289,vagrancy,3.43,1.43,21,5.72,1.56,18
13290,vagrant,2.63,1.42,19,3.82,2.13,22
13291,vague,4.29,1.31,21,3.61,2.46,23
13292,valance,5.05,1.43,20,3.73,2.07,22
13293,vale,5.32,2.06,19,3.0,2.23,22
13295,valentine,6.4,2.3,42,4.79,2.37,43
13296,valet,5.14,1.62,21,4.29,2.39,24
13297,valiant,6.21,1.51,19,4.9,2.51,21
13299,validate,6.5,1.7,20,4.05,1.88,21
13300,validation,5.7,1.53,20,4.2,2.31,20
13301,validity,5.38,1.43,21,2.73,2.0,22
13302,valium,4.64,1.89,22,2.67,1.93,21
13303,valley,6.22,1.44,18,2.7,1.84,20
13304,valor,5.57,1.83,21,3.67,2.75,24
13306,valuables,5.91,2.14,22,5.05,2.46,21
13307,value,7.18,1.47,22,5.79,2.12,19
13308,valve,5.1,0.97,20,3.84,2.06,19
13309,vamoose,4.38,1.4,21,4.86,2.15,21
13310,vamp,5.0,1.83,19,5.3,2.08,20
13311,vampire,4.05,2.49,40,5.17,2.28,42
13312,van,4.43,1.75,21,4.35,2.12,23
13313,vandal,2.32,1.38,19,4.84,2.6,44
13314,vandalism,1.9,1.14,21,4.67,2.44,24
13315,vanguard,5.17,1.76,18,3.2,2.4,20
13316,vanilla,7.42,1.26,19,3.62,2.42,21
13317,vanish,3.86,2.01,22,5.05,1.99,21
13319,vanity,4.46,2.09,41,3.77,2.29,22
13320,vanquish,4.72,2.02,18,5.05,2.48,20
13321,vanquished,4.18,1.94,22,5.52,1.93,23
13323,vantage,5.95,1.32,20,3.15,2.13,20
13324,vapor,4.68,1.63,19,3.24,2.19,21
13326,variation,5.53,1.01,17,3.9,1.76,21
13327,variety,6.41,1.26,22,5.16,2.5,19
13329,varmint,3.65,1.93,20,4.56,2.5,18
13330,varnish,4.89,0.94,19,3.43,1.91,21
13331,varsity,5.36,1.53,22,3.55,2.4,22
13332,vary,4.5,1.47,22,3.59,1.97,22
13334,vascular,3.89,2.05,19,4.55,1.92,22
13335,vase,5.77,1.27,22,3.57,2.48,23
13336,vasectomy,4.83,2.53,18,5.79,2.39,19
13337,vassal,4.89,1.82,19,3.82,1.89,22
13338,vast,5.68,1.84,22,4.71,2.76,21
13339,vat,4.61,1.91,18,3.25,2.34,20
13340,vault,5.84,2.03,19,2.86,2.17,22
13341,veal,4.81,2.23,21,3.86,1.49,21
13342,vector,4.57,1.25,21,3.52,1.78,21
13343,veer,4.63,1.5,19,4.2,2.61,20
13344,vegan,4.42,1.74,19,3.11,2.22,18
13345,vegetable,6.79,1.55,19,3.75,2.83,20
13347,vegetation,6.19,2.18,21,3.8,2.71,20
13348,vegetative,3.48,2.5,21,3.37,2.34,19
13349,veggie,6.47,1.98,19,3.09,2.14,22
13350,vehicle,6.0,1.56,19,4.68,2.23,22
13351,veil,5.42,1.12,19,3.83,2.01,18
13353,vein,5.11,1.41,19,3.7,2.49,20
13354,velocity,5.59,1.44,22,5.74,2.16,19
13355,velour,5.65,1.6,20,4.0,2.43,21
13356,velvet,6.3,1.98,20,4.53,3.06,19
13357,vendetta,3.19,1.94,21,5.85,1.9,20
13359,vendor,5.29,1.45,21,3.82,2.17,22
13360,veneer,5.42,2.17,19,4.21,2.02,24
13361,venereal,2.95,1.87,19,4.58,2.43,24
13363,vengeance,2.53,1.61,19,5.23,2.45,22
13364,vengeful,2.16,1.42,19,5.14,2.27,22
13365,venison,4.95,2.11,21,3.84,2.32,25
13366,venom,2.93,1.65,41,5.81,2.19,42
13368,vent,5.0,1.59,20,4.06,2.18,18
13369,ventilation,6.44,1.72,18,2.7,1.84,20
13370,ventilator,3.9,1.92,20,4.05,2.46,22
13371,ventricle,4.9,1.48,20,3.14,2.05,22
13372,ventriloquist,5.32,2.24,19,5.0,2.03,20
13373,venture,5.33,1.91,18,5.55,2.24,22
13374,venue,5.37,1.95,19,4.18,2.3,22
13375,veranda,5.95,1.23,20,2.83,1.79,18
13376,verb,5.27,1.7,22,3.6,2.5,20
13377,verbal,5.29,1.49,21,3.76,2.33,25
13378,verdict,4.32,1.52,22,5.63,2.14,19
13379,verge,4.68,1.13,22,4.65,2.64,23
13380,verification,5.4,1.5,20,4.05,2.09,21
13381,verify,5.43,1.54,21,4.21,2.17,24
13383,vermin,2.41,1.14,22,5.22,2.63,23
13384,vermouth,4.95,1.81,19,4.27,2.43,22
13385,vernacular,5.35,0.99,20,4.15,2.18,20
13386,versatile,6.0,1.45,21,3.59,2.22,22
13387,verse,6.0,1.56,20,3.65,2.41,20
13388,version,5.3,1.26,20,3.43,2.42,21
