,Word,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum
666,assistance,5.82,1.79,22,3.82,2.22,22
667,assistant,5.91,1.44,22,4.8,2.67,20
668,associate,5.2,1.74,20,3.11,1.94,18
669,association,5.5,1.91,20,3.67,1.5,18
671,assortment,5.64,1.14,22,3.88,2.2,26
673,assumption,4.3,1.22,20,4.14,2.06,21
674,assurance,5.95,2.12,19,2.81,2.25,21
675,assure,6.33,1.68,21,3.1,2.14,21
676,asterisk,5.38,1.66,21,2.78,2.04,23
677,asteroid,4.95,2.15,22,5.6,2.33,20
678,asthma,2.45,1.3,22,4.5,2.45,26
683,astound,6.3,1.63,20,5.05,2.4,21
685,astrology,4.79,2.68,19,4.18,2.48,22
686,astronaut,6.73,1.84,37,4.4,2.09,20
687,astronomer,5.59,1.59,22,5.42,2.27,19
689,astronomy,6.0,1.81,20,4.33,2.82,21
690,astute,6.22,1.35,18,3.16,2.24,19
691,asylum,3.24,2.34,21,5.55,2.28,20
692,atheist,4.64,2.5,22,4.76,2.84,21
693,athlete,6.21,2.04,19,4.75,2.75,20
695,athletics,6.14,2.03,21,4.93,2.76,44
696,atlas,5.95,1.28,20,2.5,1.74,22
699,atoll,5.14,1.49,22,3.55,1.82,20
700,atom,5.74,1.1,19,4.29,2.37,21
702,atone,5.6,1.93,20,4.0,2.29,22
703,atrium,5.95,1.13,19,3.57,1.96,21
705,atrocity,2.95,1.86,21,5.0,2.65,23
706,atrophy,3.16,1.83,19,3.86,2.12,22
707,attach,5.26,1.24,19,3.81,1.91,21
708,attachment,6.0,1.38,21,2.96,2.42,24
709,attack,2.0,0.97,18,7.05,2.11,21
710,attacker,2.23,1.57,22,7.27,1.93,22
711,attain,5.85,2.03,20,3.11,2.19,18
712,attempt,6.0,1.55,21,4.94,2.29,18
714,attend,5.4,1.19,20,3.5,2.3,22
715,attendance,5.95,1.43,19,4.24,2.07,21
716,attendant,5.63,0.96,19,3.14,1.56,21
717,attention,6.68,1.49,22,4.05,2.48,21
719,attest,5.1,1.59,20,3.68,2.51,22
721,attire,6.16,1.12,19,3.95,1.83,21
722,attitude,4.72,2.08,18,4.76,2.05,21
723,attorney,3.67,1.74,21,4.8,2.82,20
724,attract,6.38,2.11,21,5.35,2.81,23
725,attraction,7.0,1.52,20,5.4,2.62,20
727,attribute,5.67,1.62,21,4.12,2.28,25
728,auburn,5.89,1.2,19,3.62,1.8,21
729,auction,5.43,1.75,21,4.5,2.52,20
730,auctioneer,5.09,1.31,22,4.0,2.39,23
732,audacity,5.2,1.36,20,4.1,2.2,20
734,audience,5.89,2.03,18,4.91,2.45,22
735,audio,6.56,1.34,18,4.29,2.08,21
736,audit,2.82,1.3,22,5.78,2.61,23
737,audition,5.2,1.4,20,4.24,2.45,21
738,auditor,3.26,1.79,19,3.7,2.41,20
739,auditorium,6.05,1.54,19,4.45,2.02,22
740,auditory,5.05,1.58,19,4.5,2.06,22
741,aunt,6.56,2.09,18,2.71,2.41,21
742,auntie,6.24,1.48,21,3.58,2.7,24
743,aura,6.45,1.85,20,4.7,2.72,20
746,authenticate,5.1,1.81,21,4.36,2.38,22
747,authenticity,6.81,1.63,21,4.42,2.36,24
748,author,6.33,1.39,21,2.73,1.91,22
749,authority,4.76,1.87,21,5.35,2.33,23
750,authorization,5.86,1.74,21,4.32,2.36,25
752,autism,3.2,1.91,20,4.1,2.61,21
754,auto,5.0,1.93,22,4.95,2.7,22
756,autobiography,5.79,2.27,19,2.85,1.6,20
757,autograph,6.21,1.36,19,3.55,2.26,20
761,automobile,5.45,1.47,20,3.91,1.82,22
763,autonomy,5.05,1.66,21,4.09,2.23,23
764,autopilot,5.65,1.46,17,4.11,2.35,19
765,autopsy,2.62,1.5,21,4.36,2.87,22
766,autumn,7.12,1.98,42,3.21,2.34,43
768,avail,5.42,1.57,19,3.77,1.93,22
769,availability,5.68,1.73,19,4.38,2.67,21
771,avalanche,4.0,2.73,19,6.55,2.46,20
772,avenge,4.05,2.06,22,6.35,2.13,26
774,avenue,5.74,1.53,42,3.3,2.24,43
776,aversion,4.0,1.26,20,5.14,2.46,22
777,avert,5.16,1.92,19,3.62,1.94,21
778,aviation,5.9,1.67,21,4.05,2.59,22
779,aviator,6.39,1.5,18,4.67,2.46,21
780,avid,5.74,2.31,19,4.32,2.01,22
781,avocado,6.32,2.14,19,4.05,2.3,22
782,avoid,4.1,1.45,21,3.92,2.06,24
783,avoidance,3.35,1.39,20,4.95,2.39,20
784,await,5.33,1.33,18,2.91,1.9,22
785,awake,6.76,1.48,21,5.5,2.67,20
786,awaken,6.05,1.83,21,4.29,2.2,24
788,award,7.86,1.15,21,5.85,2.89,20
790,awareness,6.45,1.61,20,3.73,2.55,22
791,awe,6.85,1.79,20,3.83,2.85,23
792,awed,6.05,2.01,42,4.21,2.26,42
793,awesome,7.86,1.85,21,6.05,3.09,20
794,awful,2.28,1.96,18,4.86,2.87,21
795,awkward,2.95,1.22,19,4.55,2.35,20
796,awkwardness,3.86,1.88,22,4.65,2.61,26
798,axe,3.48,1.5,23,5.64,2.61,22
799,axis,4.19,1.54,21,3.92,2.02,25
800,axle,4.67,1.11,21,2.45,2.2,22
802,babe,6.86,1.93,21,4.25,3.08,20
803,baboon,5.55,1.61,20,5.11,2.11,19
804,baby,6.67,2.36,43,4.97,2.65,38
805,babysit,4.74,1.45,19,3.67,1.98,21
806,babysitter,6.55,1.85,20,3.48,1.78,21
807,Bacardi,5.68,2.52,19,4.36,2.46,22
808,bachelor,5.58,1.43,19,4.14,1.96,21
809,bachelorette,5.52,2.32,21,4.09,2.51,22
811,backboard,4.7,1.89,20,3.41,1.82,22
812,backbone,5.16,1.71,19,4.05,2.58,21
813,backdoor,4.86,1.53,21,3.85,2.24,26
814,backdrop,5.45,1.39,20,2.7,1.84,20
815,backer,4.73,1.61,22,3.53,1.71,19
816,backfire,3.0,1.98,22,4.79,2.42,19
817,backgammon,5.6,1.76,20,2.06,1.39,18
818,background,5.05,0.78,19,3.67,1.77,21
819,backhand,3.5,1.77,22,4.61,2.03,18
820,backpack,6.05,1.87,19,3.68,2.38,22
821,backroom,4.6,1.54,20,3.5,2.28,18
822,backseat,4.84,1.77,19,3.32,2.08,22
823,backside,4.58,2.19,19,3.68,2.19,22
824,backtrack,4.26,1.66,19,3.15,1.73,20
825,backup,5.85,1.35,20,3.45,2.3,22
826,backwater,4.33,1.93,21,3.84,2.37,25
827,backwoods,5.0,2.08,20,2.57,2.01,21
828,backyard,6.1,2.0,20,3.88,2.55,26
829,bacon,7.52,1.5,21,4.16,2.84,25
830,bacteria,3.3,1.56,20,4.24,2.53,21
831,bacterial,3.68,2.12,22,5.0,2.65,22
833,badass,6.14,2.25,22,6.68,2.19,19
834,badge,5.24,2.05,21,4.4,2.41,20
835,badger,4.63,2.24,19,4.35,2.12,23
836,badness,3.55,2.01,20,4.38,2.94,21
837,bag,5.05,1.29,22,3.43,2.2,21
838,bagel,6.32,1.16,19,3.6,1.82,20
839,baggage,4.5,1.63,22,4.0,2.53,21
840,baggie,5.43,2.09,21,3.55,2.65,20
841,baggy,4.45,1.19,20,4.05,2.26,22
842,bagman,4.7,1.17,20,2.7,2.13,20
843,bail,3.79,2.02,19,3.91,2.27,22
844,bailiff,3.95,1.54,20,4.33,2.29,21
845,bait,4.0,1.83,22,3.5,2.02,22
846,bake,7.2,1.61,20,5.0,2.87,18
847,bakery,6.79,2.27,19,3.86,2.87,22
848,balance,6.84,1.57,19,4.13,2.03,23
849,balcony,6.11,1.1,19,4.0,2.14,21
850,bald,2.85,2.13,20,3.71,2.0,21
851,balding,3.05,1.35,19,3.38,2.29,21
852,baldy,3.95,1.94,21,2.7,1.94,23
853,bale,4.9,1.33,20,2.78,1.86,18
854,ball,6.14,1.39,22,3.48,2.02,21
855,ballad,6.33,1.96,21,3.6,1.85,25
856,ballast,4.67,0.97,21,4.06,1.98,18
857,ballerina,6.79,1.32,19,3.73,2.21,22
858,ballet,6.86,1.67,22,3.72,2.52,18
859,ballgame,7.0,1.56,19,4.65,2.76,20
861,ballistics,4.05,1.25,22,5.58,2.36,19
862,balloon,6.84,1.42,19,3.9,2.57,21
863,ballot,5.29,1.23,21,4.15,2.54,20
864,ballpark,5.44,2.41,18,3.85,2.23,20
865,ballplayer,5.26,2.05,19,4.09,2.51,22
866,ballpoint,5.1,1.18,21,2.46,2.0,24
867,ballroom,5.75,1.33,20,4.27,2.29,22
868,ballsy,4.9,1.8,20,5.29,2.37,21
869,balm,6.24,1.55,21,3.36,2.4,25
870,balmy,5.23,2.27,22,4.23,2.76,22
871,bam,5.05,1.61,19,3.96,2.91,24
872,bamboo,6.33,1.68,18,3.2,2.42,20
873,ban,3.38,2.2,21,5.2,2.44,20
874,banana,6.71,2.03,21,3.21,2.19,24
875,band,6.44,1.62,18,4.52,2.93,21
876,bandage,3.63,2.01,19,3.64,2.04,22
877,bandanna,5.26,1.48,19,3.15,1.87,20
878,bandit,3.88,1.98,24,5.18,2.77,22
879,bandstand,5.81,1.4,21,3.54,2.77,24
880,bandwagon,3.95,1.35,19,3.95,2.09,21
881,bandwidth,5.32,1.89,22,3.43,2.42,21
882,bane,3.9,1.51,21,3.95,2.8,20
883,bang,5.1,1.41,21,6.09,2.48,23
884,banger,4.05,2.06,21,3.33,2.32,24
885,banish,3.85,1.53,20,4.71,2.61,24
886,banister,5.42,1.54,19,2.55,1.79,20
887,banjo,6.35,1.27,20,3.53,2.32,19
888,bank,6.0,1.94,18,4.19,2.93,21
889,banker,4.89,1.78,18,3.38,2.52,24
890,banking,5.47,1.71,19,4.24,2.19,21
891,bankroll,6.05,1.96,19,4.95,2.53,19
892,bankrupt,2.21,1.27,19,5.49,2.62,49
893,bankruptcy,2.52,1.78,21,5.39,2.21,23
894,banner,5.17,1.24,41,3.55,2.16,20
895,banquet,6.11,1.59,19,4.57,2.35,23
896,banshee,3.58,1.5,19,5.09,2.79,23
897,banter,5.48,2.06,21,3.5,2.19,20
898,banzai,5.65,2.18,20,4.73,2.25,22
899,baptism,6.62,2.13,21,3.96,2.51,23
900,baptize,5.59,2.53,17,3.32,2.42,22
901,bar,5.0,1.83,19,4.53,2.46,40
902,barbarian,3.14,2.17,21,6.26,2.16,19
903,barbaric,3.43,1.83,21,5.6,2.5,20
904,barbecue,7.1,1.55,20,5.55,2.76,20
905,barbed,3.75,1.52,20,5.1,2.29,20
906,barber,4.89,2.08,19,3.18,1.92,22
907,barbershop,5.37,1.83,19,3.18,1.82,22
908,barbie doll,5.23,2.0,22,3.96,2.46,23
909,bard,4.45,1.47,20,2.94,2.04,18
910,bare,5.5,1.95,22,4.65,2.43,26
911,barefoot,6.91,1.9,22,4.33,2.61,21
912,barf,2.32,1.77,19,5.0,2.6,20
913,bargain,7.63,1.42,19,5.48,2.41,23
914,bargaining,5.37,1.8,19,4.14,2.49,22
915,barge,5.44,1.69,18,3.15,2.21,20
916,baritone,6.05,1.43,19,4.0,2.05,21
917,barium,4.9,2.07,21,2.91,1.72,22
918,bark,4.86,2.33,21,3.4,2.3,20
919,barkeep,5.7,1.69,20,3.71,2.41,21
920,barley,4.95,1.5,22,3.62,2.33,26
921,barmaid,4.85,1.63,20,4.6,2.62,20
922,barman,5.28,1.02,18,4.95,2.04,21
923,barn,6.16,1.3,19,3.57,2.11,21
924,barnacle,5.27,1.35,22,3.52,1.97,21
925,barnyard,5.65,1.81,20,2.55,1.79,22
926,barometer,5.0,1.53,19,2.88,1.87,17
927,baron,3.9,1.51,21,3.88,1.74,25
928,baroness,4.75,1.25,20,4.36,2.15,22
929,barracuda,4.85,2.3,20,5.16,2.49,25
930,barrage,4.24,1.55,21,3.96,1.99,25
931,barrel,4.92,1.24,38,3.43,2.5,21
932,barren,3.79,2.59,19,3.59,2.48,22
933,barricade,4.32,2.11,19,4.23,2.62,22
934,barrier,4.47,1.74,19,4.7,2.05,20
935,barrister,4.95,1.4,21,3.18,2.3,22
936,barroom,4.9,1.81,21,4.65,1.6,20
937,bartender,5.63,2.03,19,4.95,2.74,20
938,barter,5.64,1.94,22,4.74,2.08,19
939,base,5.68,1.25,22,3.1,2.17,20
940,baseball,5.79,1.93,19,3.15,2.54,20
941,baseball bat,5.75,2.24,20,3.39,2.17,18
942,baseline,5.4,1.54,20,2.52,2.36,21
943,baseman,5.19,1.08,21,3.95,2.28,22
944,basement,4.81,1.99,21,3.33,2.32,24
945,bash,3.68,2.4,19,5.14,2.66,22
946,bashful,5.55,1.68,22,4.36,2.61,22
948,basics,5.86,1.24,21,3.14,2.03,21
949,basil,6.43,2.01,21,3.82,2.28,22
950,basin,5.47,1.39,19,2.77,1.97,22
951,basis,5.42,1.84,19,2.68,1.78,22
952,bask,6.37,1.89,19,3.86,2.08,22
953,basket,5.66,1.06,41,2.48,1.4,21
954,basketball,5.67,2.01,21,4.35,3.07,23
955,bass,5.23,1.38,22,4.87,2.69,23
956,bass guitar,6.27,1.75,22,4.88,2.67,25
957,bastard,3.31,1.97,42,5.1,2.27,41
958,bat,4.81,2.11,21,4.57,2.52,23
959,batch,5.57,1.25,21,3.29,1.85,21
960,bath,7.0,1.75,37,3.25,2.35,40
961,bathe,7.5,1.24,20,3.15,2.23,20
962,bathhouse,5.32,1.7,22,4.0,2.54,23
963,bathing,6.14,1.9,21,3.23,2.45,22
964,bathrobe,6.48,1.4,21,4.05,2.86,20
965,bathroom,5.26,0.45,19,2.86,1.91,43
966,bathtub,6.26,1.81,38,3.63,2.56,43
967,baton,4.63,1.71,19,3.64,2.13,22
968,battalion,5.14,1.82,21,4.76,2.4,25
969,batter,5.24,2.17,21,3.85,2.39,20
972,battery,4.26,1.76,19,3.95,2.35,20
973,battle,3.52,2.23,21,6.25,2.94,20
974,battlefield,3.89,2.16,19,6.48,2.19,23
975,battleground,4.09,2.04,22,5.76,2.61,21
976,battlements,3.7,1.49,20,4.52,2.47,23
977,battleship,4.43,1.63,21,3.41,2.36,22
978,batty,4.44,2.01,18,4.05,2.72,22
980,bawl,3.58,1.54,19,4.86,2.55,22
981,bay,7.23,1.19,22,3.26,2.21,19
982,bayonet,4.68,1.83,19,4.45,2.56,22
983,bayou,6.2,1.15,20,3.81,2.29,21
984,bazaar,6.42,1.35,19,5.9,1.95,21
985,bazooka,5.37,1.98,19,6.1,2.19,21
987,beach,7.21,1.51,42,5.1,2.23,21
988,beacon,5.18,1.44,22,4.52,2.48,23
989,bead,6.05,1.86,21,3.4,2.41,20
990,beady,4.58,1.64,19,3.73,2.29,22
991,beak,4.9,1.94,20,2.81,2.14,21
992,beaker,5.5,1.15,20,3.79,2.1,19
993,beam,5.74,1.45,19,3.59,2.48,22
994,bean,6.0,2.08,19,2.95,2.46,20
995,beanbag,5.88,1.73,17,3.0,2.37,22
996,beanie,5.58,1.39,19,3.58,2.12,24
997,bear,5.33,2.25,18,4.5,3.07,20
999,beard,5.09,2.0,22,3.18,2.08,22
1001,bearer,4.95,1.53,21,4.7,2.18,20
1002,bearings,5.43,1.16,21,3.29,2.24,21
1003,bearskin,4.25,1.68,20,3.95,2.56,21
1004,beast,4.42,2.01,19,5.83,2.38,18
1006,beat,4.38,2.2,21,5.52,2.34,21
1007,beater,3.06,1.98,18,4.22,2.58,23
1008,beatnik,3.89,1.7,19,4.21,2.48,24
1009,beautiful,7.61,1.74,41,5.71,2.82,41
1010,beauty,7.58,1.35,19,4.89,2.78,47
1011,beaver,5.0,1.84,21,4.05,2.26,22
1012,bebop,6.26,2.0,19,3.95,2.61,20
1013,become,6.32,1.46,22,3.43,2.11,21
1014,bed,7.16,1.86,43,3.0,2.32,21
1015,bedding,5.05,1.9,19,3.65,2.76,20
1016,bedpan,2.74,1.69,19,5.05,2.5,21
1017,bedroom,7.0,2.12,21,4.9,2.95,20
1018,bedside,5.89,1.82,19,2.96,1.6,24
1019,bedspread,6.05,1.19,20,2.7,1.69,20
1020,bedtime,6.57,2.34,21,3.76,2.37,25
1021,bee,3.68,1.67,22,5.65,2.4,23
1022,beef,6.11,2.23,19,4.37,2.31,19
1023,beefsteak,5.53,1.31,19,4.05,1.93,20
1024,beehive,4.26,2.58,19,5.39,2.68,23
1025,beep,5.11,2.16,19,3.82,2.28,22
1026,beeper,4.9,0.91,20,3.16,1.92,19
1027,beer,5.67,2.33,18,4.3,2.98,20
1028,bees,5.14,2.24,42,5.53,2.28,43
1029,beeswax,5.15,1.6,20,3.62,1.99,21
1030,beetle,4.2,1.91,20,4.45,2.3,22
1031,befall,3.91,1.54,22,4.24,2.21,21
1032,befriend,7.14,1.93,21,4.25,2.53,20
1033,beg,3.72,1.96,18,4.65,2.48,20
1034,beggar,2.92,1.6,39,4.29,2.18,42
1035,begin,6.44,2.04,18,2.85,2.23,20
1036,beginner,5.15,1.39,20,3.5,1.99,22
1038,begrudge,3.95,1.59,22,4.47,1.71,19
1039,behave,6.25,1.65,20,3.72,2.42,18
1040,behavior,5.28,1.71,18,4.27,2.16,22
1042,behold,6.48,1.6,21,3.88,2.2,25
1043,beholden,5.05,1.82,20,3.24,2.39,21
1044,beige,5.26,2.16,19,2.6,2.3,20
1046,belay,5.5,1.32,20,3.43,1.8,21
1047,belch,4.18,1.79,22,4.77,2.58,22
1048,belief,6.14,1.86,22,3.95,2.36,21
1051,believer,5.64,1.71,22,4.1,2.61,21
1052,belittle,2.7,2.18,20,4.05,2.01,21
1053,bell,5.67,1.77,21,4.7,2.34,20
1054,bellboy,4.95,0.97,21,3.13,1.6,23
1055,bellhop,5.47,1.47,19,4.0,2.49,23
1056,belligerent,3.11,2.0,19,5.0,2.77,21
1057,bellman,5.35,0.99,20,3.25,2.01,24
1058,bellow,4.63,1.57,19,4.75,2.27,20
1060,bellybutton,5.73,1.7,22,4.95,2.3,19
1061,bellyful,5.85,2.35,20,3.28,2.19,25
1062,belong,6.5,2.31,18,2.9,2.43,20
1063,belongings,6.09,1.23,22,3.96,2.24,26
1065,belt,4.44,1.69,18,3.45,2.42,22
1066,beluga,5.1,1.62,20,3.77,2.16,22
1067,bench,5.5,1.47,20,3.46,2.19,46
1068,bend,5.75,0.91,20,4.4,2.28,20
1069,benefactor,6.0,2.15,20,2.95,2.16,20
1071,beneficiary,6.19,1.81,21,4.45,2.13,22
1072,benefit,6.87,1.22,23,3.53,2.32,17
1073,benevolence,6.29,1.95,21,4.35,1.9,20
1074,benevolent,5.95,2.2,19,3.6,2.39,20
1075,benign,5.86,1.61,22,3.26,2.3,23
1076,benzene,4.53,1.87,19,3.95,3.15,20
1077,bequeath,4.64,1.53,22,4.39,1.79,18
1079,bereavement,3.2,1.62,40,4.45,2.04,22
1080,beret,5.05,1.68,19,3.78,2.44,18
1081,berserk,3.75,1.77,20,5.08,2.67,26
1082,berth,4.52,1.33,21,2.71,1.97,24
1083,beryllium,5.6,1.7,20,3.87,2.47,23
1084,beseech,4.89,2.02,19,4.77,2.18,22
1085,bestow,6.5,1.64,20,3.8,2.09,20
1086,bestseller,6.82,2.08,22,5.89,2.0,18
1087,bet,4.95,2.01,22,4.76,2.76,21
1088,beta,5.55,1.28,20,3.6,2.66,20
1089,betray,2.52,1.92,42,5.33,2.51,42
1090,betrayal,2.24,1.87,21,5.71,2.0,21
1091,beverage,7.17,1.29,18,3.38,1.83,21
1092,beware,3.3,1.98,20,5.24,2.14,21
1094,bias,3.95,1.57,20,4.27,2.68,22
1096,bib,5.78,1.73,18,3.57,2.04,23
1099,bicarbonate,4.9,1.76,21,3.5,1.99,22
1100,bicentennial,6.3,1.22,20,4.7,2.3,20
1101,biceps,5.95,2.01,21,4.42,2.72,24
1102,bicker,2.81,1.33,21,5.13,1.91,23
1103,bicycle,6.71,1.27,21,3.95,2.29,21
1104,bid,5.16,1.64,19,4.0,2.12,22
1105,bidder,5.39,0.98,18,3.5,1.93,20
1106,bidding,5.29,1.27,21,4.91,2.14,22
1107,bide,4.5,1.54,20,3.61,2.48,18
1109,bigamy,3.15,1.39,20,4.36,2.22,22
1110,biggie,5.32,1.7,22,3.76,2.34,21
1111,bighorn,4.77,1.72,22,4.65,2.48,23
1112,bigmouth,3.71,1.71,21,5.3,2.52,20
1113,bigot,2.75,2.02,20,5.37,2.41,19
1114,bigotry,2.24,1.26,21,6.15,1.31,20
1115,bike,6.1,2.28,21,3.62,2.37,24
1116,biker,5.32,1.38,19,4.04,2.6,24
1117,bikini,5.57,2.29,21,5.43,2.46,23
1119,bile,2.61,1.38,18,4.1,2.49,20
1120,bilge,4.55,1.23,20,3.73,1.91,22
1121,bill,3.11,1.7,19,4.0,2.57,21
1122,billboard,4.25,1.65,20,4.0,2.32,20
1123,billiard,6.1,1.62,20,4.0,1.93,22
1124,billing,3.23,1.57,22,5.18,2.46,22
1126,billionaire,6.0,2.45,19,6.75,2.4,20
1127,bimbo,3.1,1.84,21,3.52,2.24,25
1128,bin,4.95,1.24,21,3.04,2.21,25
1129,binary,4.58,1.64,19,3.29,2.05,21
1130,bind,4.82,1.65,22,4.53,2.34,19
1131,binder,5.16,1.07,19,3.17,1.95,18
1132,binding,4.15,1.57,20,4.21,1.96,24
1133,binge,3.53,2.25,19,5.18,1.84,22
1134,bingo,5.62,1.94,21,5.0,2.98,22
1135,binoculars,5.57,1.25,21,2.58,2.5,24
1136,bio,5.2,1.61,20,3.14,1.78,22
1138,biochemist,5.37,1.3,19,4.19,2.09,21
1139,biochemistry,5.48,2.04,21,3.67,2.06,21
1140,biographer,5.53,0.84,19,3.05,1.75,21
1141,biography,5.4,1.43,20,3.0,2.5,24
1143,biologist,5.85,1.84,20,3.27,1.83,22
1144,biology,6.0,1.45,20,4.1,2.22,20
1145,bionic,5.42,1.98,19,5.18,2.42,22
1146,biopsy,3.1,1.64,21,3.46,2.87,24
1147,bipolar,3.26,1.63,19,5.0,2.98,22
1148,birch,6.53,1.35,19,2.85,1.87,20
1149,bird,6.75,1.78,40,3.83,2.48,18
1150,birdcage,5.2,1.54,20,4.23,2.09,22
1151,birdie,6.47,2.09,19,3.43,1.86,21
1152,birdman,5.0,1.05,21,4.15,2.46,26
1153,birth,6.52,2.36,21,5.75,2.73,20
1154,birthday,6.37,2.01,19,4.6,2.89,20
1155,birthing,5.29,2.12,21,6.4,1.85,20
1156,birthmark,4.6,1.5,20,3.0,1.78,20
1157,birthplace,6.95,1.64,20,3.41,2.56,22
1158,birthright,5.63,2.09,19,4.58,2.63,19
1159,biscuit,6.45,1.47,20,2.91,2.0,22
1161,bishop,4.53,2.29,19,3.77,2.09,22
1162,bisque,5.42,1.22,19,2.78,1.77,18
1163,bistro,5.95,1.57,20,4.33,2.48,24
1164,bit,5.05,1.5,22,3.86,2.39,21
1165,bitch,2.55,2.26,20,5.95,2.73,21
1166,bitchy,3.11,1.2,19,4.83,2.26,18
1167,bite,3.52,2.09,21,5.1,2.31,20
1168,biter,3.59,1.87,22,5.27,2.01,26
1169,bitsy,5.33,1.46,21,3.05,1.99,22
1170,bitter,3.63,2.17,19,4.64,3.3,22
1171,bitterness,3.15,1.6,20,5.1,2.21,21
1172,bittersweet,5.09,1.51,22,4.21,1.81,19
1173,bitty,5.16,2.48,19,3.6,2.14,20
1174,biz,4.7,1.87,20,4.42,2.63,19
1175,bizarre,4.41,2.02,22,5.0,2.35,22
1176,blab,3.7,1.3,20,4.74,2.38,23
1177,blabbermouth,2.9,1.48,21,4.48,2.4,25
1180,blackberry,6.63,1.8,19,3.24,2.66,21
1181,blackbird,5.62,1.99,21,3.5,2.28,22
1182,blackboard,4.95,1.73,22,4.0,2.63,23
1183,blacken,4.1,1.68,20,3.95,2.26,22
1184,blackface,3.2,1.74,20,4.43,2.38,21
1185,blackjack,5.0,2.0,21,5.05,2.4,22
1186,blacklist,3.45,1.47,20,4.0,2.29,22
1187,blackmail,2.59,1.51,44,5.44,2.28,43
1188,blackmailer,2.05,1.23,20,5.11,3.07,18
1189,blackness,3.82,1.59,22,4.52,2.86,21
1190,blackout,3.73,1.93,22,4.89,2.4,19
1191,blacksmith,5.58,1.71,19,3.24,2.08,17
1192,bladder,4.58,1.71,19,3.78,2.09,23
1193,blade,3.9,2.02,21,4.52,2.87,23
1194,blame,2.94,1.92,18,4.81,2.84,21
1195,blameless,5.45,1.99,20,3.74,2.66,19
1196,bland,3.88,1.87,41,2.43,1.58,42
1197,blank,4.67,1.71,21,2.9,2.29,20
1198,blanket,7.05,1.54,19,2.23,1.74,22
1199,blare,4.8,1.01,20,4.68,2.06,22
1200,blase,4.46,1.31,41,3.62,2.44,21
1202,blasphemy,2.95,1.76,20,5.65,2.43,43
1203,blast,4.45,1.99,20,4.5,2.09,18
1204,blaster,4.89,1.94,19,5.0,2.28,18
1205,blastoff,6.33,2.11,18,5.2,2.76,20
1206,blatant,3.68,1.34,19,4.62,2.31,21
1207,blaze,4.47,1.74,19,5.33,2.35,21
1208,blazer,5.5,1.57,20,4.22,2.82,18
1209,bleach,4.62,2.11,21,5.3,2.45,20
1210,bleak,3.96,2.06,23,3.18,1.97,22
1211,bleed,2.47,1.43,19,5.0,2.31,22
1212,bleeder,3.29,1.52,21,5.9,2.05,20
1213,bleep,5.0,1.83,23,4.85,2.6,20
1214,blemish,3.1,2.13,20,4.81,1.66,21
1215,blend,5.63,1.38,19,3.48,1.75,21
1216,blender,5.16,1.61,19,4.05,2.04,21
1217,bless,7.0,2.14,41,4.57,2.53,47
1219,blessing,7.18,2.06,22,4.21,2.42,19
1220,bleu,4.84,2.01,19,3.67,2.35,24
1221,blight,3.14,1.68,21,4.24,2.19,21
1222,blimp,5.14,2.06,21,3.59,1.99,22
1223,blind,2.8,1.42,40,3.73,2.1,22
1224,blindfold,4.55,1.39,20,3.65,2.41,20
1225,blinding,3.37,1.42,19,5.24,2.64,21
1226,blindness,2.55,1.61,20,4.78,2.51,18
1227,blink,5.25,1.62,20,3.12,1.83,17
1228,blip,4.52,1.08,21,4.4,1.96,25
1229,bliss,7.62,0.99,39,4.13,2.77,23
1230,blissful,7.67,1.24,21,3.74,2.36,23
1231,blister,2.87,1.52,39,4.7,2.7,43
1232,blistering,4.24,2.07,21,3.61,2.76,23
1233,blitz,5.6,1.85,20,5.9,2.28,21
1234,blizzard,4.36,2.44,22,6.53,2.25,19
1235,bloat,3.4,1.1,20,3.78,2.34,18
1237,blob,3.9,1.74,20,3.57,2.42,21
1238,block,4.48,1.83,21,4.25,2.71,20
1239,blockade,3.45,2.04,20,3.4,2.72,20
1240,blockage,3.7,1.53,20,4.19,2.2,21
1241,blockbuster,5.68,1.7,19,5.35,2.58,20
1242,blockhead,4.81,2.38,21,4.25,2.47,20
1243,blog,5.14,1.39,21,3.61,2.21,23
1244,bloke,5.0,1.7,19,4.24,1.45,21
1245,blond,6.08,1.95,40,3.0,2.25,18
1246,blonde,6.0,2.24,21,5.75,2.43,20
1247,blood,3.48,1.94,21,5.76,1.67,21
1248,bloodbath,2.05,1.63,21,4.86,2.8,22
1249,bloodhound,5.0,2.4,19,4.59,2.68,22
1250,bloodline,5.71,1.1,21,4.0,2.2,23
1252,bloodshot,2.85,1.53,20,4.72,2.49,18
1253,bloodstream,5.05,1.86,22,3.77,1.93,22
1254,bloodthirsty,2.55,1.76,20,4.9,2.73,20
1255,bloody,2.86,2.29,21,5.76,2.32,41
1256,bloom,6.4,1.14,20,4.87,2.32,23
1257,bloomers,6.26,1.41,19,4.57,2.04,21
1258,blooming,7.19,1.25,21,3.04,2.4,23
1259,blossom,7.05,1.5,41,4.75,2.79,20
1260,blot,4.37,1.57,19,3.05,1.68,22
1261,blotter,5.5,1.47,20,4.14,2.14,22
1262,blouse,5.73,1.86,22,3.24,2.49,21
1263,blow,6.1,1.55,21,4.48,2.32,21
1264,blowfish,4.62,1.88,21,3.95,2.56,20
